l0 kb T theta_s kappa costheta Tr costheta_se
1.0 2.0 0.4 0.4510268117962624 600.0 0.8366057440890126 0.20000000000000054 0.0004568659630712632
1.0 2.0 0.6 0.4510268117962624 600.0 0.5451932750301569 0.3000000000000045 0.0006513548410747173
1.0 2.0 0.75 0.4510268117962624 600.0 0.38050118652226167 0.375 0.0007149991817307118
1.0 2.0 1.0 0.4510268117962624 600.0 0.22862938724373585 0.5 0.0009959548015794897
1.0 2.0 1.5 0.4510268117962624 600.0 0.11730499451697118 0.75 0.0006893352244863419
1.0 2.0 3.0 0.4510268117962624 600.0 0.04176025644902794 1.5 0.0006688158111165258
1.0 4.0 0.01 0.4510268117962624 600.0 0.9499891074821833 0.0024999999999999753 2.245427236082393e-05
1.0 4.0 0.02 0.4510268117962624 600.0 0.9500087526627232 0.004999999999999953 2.2027199307498078e-05
1.0 4.0 0.03 0.4510268117962624 600.0 0.9499677282415627 0.0075000000000001715 2.1994106513946704e-05
1.0 4.0 0.04 0.4510268117962624 600.0 0.9500081123729825 0.00999999999999989 2.2130653081230662e-05
1.0 4.0 0.05 0.4510268117962624 600.0 0.9500098960807584 0.012499999999999609 2.2835909368645687e-05
1.0 4.0 0.075 0.4510268117962624 600.0 0.950016232876712 0.018750000000000495 2.228014647619929e-05
1.0 4.0 0.1 0.4510268117962624 600.0 0.9500280946428571 0.024999999999999217 2.1895830946598655e-05
1.0 4.0 0.15 0.4510268117962624 600.0 0.9499664344512201 0.03750000000000087 2.4204160912683095e-05
1.0 4.0 0.2 0.4510268117962624 600.0 0.9500217740066237 0.04999999999999893 2.6008056600220485e-05
1.0 4.0 0.25 0.4510268117962624 600.0 0.9499699156950676 0.0625 2.747807931988615e-05
1.0 4.0 0.3 0.4510268117962624 600.0 0.9499676777108423 0.07500000000000176 2.5366580361225414e-05
1.0 4.0 0.4 0.4510268117962624 600.0 0.9491213707679615 0.09999999999999785 4.016183831113136e-05
1.0 4.0 0.6 0.4510268117962624 600.0 0.9263324322876809 0.1500000000000035 0.00015242566212308849
